data_venda,produto,marca,modelo,preco,quantidade
2024-02-06,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-02-06,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,3
2024-02-06,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2024-02-06,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,7
2024-02-07,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2024-02-07,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-02-07,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-02-07,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,9
2024-02-07,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-02-08,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-02-08,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-02-08,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,2
2024-02-08,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,2
2024-02-08,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-02-08,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-02-09,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,2
2024-02-09,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,3
2024-02-10,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2024-02-11,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-02-11,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2024-02-11,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,9
2024-02-12,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-02-12,Controle Remoto LG,LG,AKB75095307,R$ 79.99,1
2024-02-12,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,2
2024-02-12,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-02-13,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,7
2024-02-13,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2024-02-13,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-02-14,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,4
2024-02-15,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-02-15,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,7
2024-02-15,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,1
2024-02-15,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-02-15,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,6
2024-02-16,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-02-16,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2024-02-16,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2024-02-17,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-02-17,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-02-17,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2024-02-17,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,5
2024-02-17,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,10
2024-02-18,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-02-18,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2024-02-18,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2024-02-18,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,10
2024-02-18,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-02-19,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,6
2024-02-19,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-02-20,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,3
2024-02-20,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2024-02-20,Controle Remoto LG,LG,AKB75095307,R$ 79.99,1
2024-02-20,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-02-20,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-02-21,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-02-21,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,5
2024-02-21,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-02-22,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-02-22,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,10
2024-02-22,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-02-22,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,10
2024-02-22,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-02-23,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-02-23,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2024-02-23,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-02-24,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2024-02-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2024-02-24,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-02-24,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,7
2024-02-25,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-02-25,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-02-26,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-02-26,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-02-26,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,4
2024-02-27,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2024-02-27,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2024-02-27,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-02-27,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-02-28,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-02-28,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-02-28,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-02-28,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,2
2024-02-29,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-02-29,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-03-01,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-03-01,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,5
2024-03-01,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-03-01,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-03-01,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-03-02,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-03-02,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-03-02,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-03-02,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,8
2024-03-03,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2024-03-03,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-03-03,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2024-03-03,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-03-03,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-03-04,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,2
2024-03-05,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-03-05,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-03-05,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2024-03-06,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-03-06,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-03-07,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,2
2024-03-07,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,4
2024-03-07,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-03-07,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-03-08,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,4
2024-03-08,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-03-08,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2024-03-08,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-03-08,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,5
2024-03-08,Controle Remoto LG,LG,AKB75095307,R$ 79.99,8
2024-03-09,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-03-10,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,6
2024-03-10,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,7
2024-03-10,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,6
2024-03-10,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,3
2024-03-10,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2024-03-10,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,1
2024-03-11,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-03-11,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,7
2024-03-12,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-03-12,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,6
2024-03-13,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,10
2024-03-13,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2024-03-13,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2024-03-13,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,4
2024-03-13,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,4
2024-03-14,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,4
2024-03-14,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2024-03-14,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,5
2024-03-15,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,10
2024-03-15,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,2
2024-03-15,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-03-15,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2024-03-15,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-03-15,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2024-03-16,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,9
2024-03-16,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-03-16,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,6
2024-03-17,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-03-17,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2024-03-17,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-03-17,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-03-17,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,6
2024-03-18,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,8
2024-03-18,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-03-18,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-03-18,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2024-03-19,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2024-03-19,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-03-19,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2024-03-20,Controle Remoto LG,LG,AKB75095307,R$ 79.99,10
2024-03-20,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,9
2024-03-20,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-03-20,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-03-21,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2024-03-21,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,4
2024-03-21,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,9
2024-03-22,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2024-03-22,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-03-23,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2024-03-23,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-03-23,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-03-23,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-03-23,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2024-03-23,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-03-24,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2024-03-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2024-03-24,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-03-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-03-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-03-25,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,9
2024-03-25,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-03-25,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2024-03-25,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,4
2024-03-26,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-03-26,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,2
2024-03-26,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-03-26,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,5
2024-03-26,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-03-27,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-03-27,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,3
2024-03-27,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,7
2024-03-27,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2024-03-27,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-03-27,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,4
2024-03-28,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2024-03-28,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-03-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,9
2024-03-28,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,6
2024-03-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,1
2024-03-28,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,4
2024-03-29,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,3
2024-03-29,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2024-03-29,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-03-29,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-03-29,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-03-30,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-03-30,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-03-30,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-03-30,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2024-03-31,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,3
2024-04-01,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,8
2024-04-01,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-04-02,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2024-04-02,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-04-02,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,7
2024-04-02,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-04-02,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-04-02,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2024-04-03,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-04-03,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-04-04,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,9
2024-04-04,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,1
2024-04-04,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,7
2024-04-05,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,7
2024-04-05,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2024-04-06,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,10
2024-04-07,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-04-07,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-04-07,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-04-07,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-04-07,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-04-08,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2024-04-08,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2024-04-08,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-04-08,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2024-04-08,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-04-08,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2024-04-09,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-04-09,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,9
2024-04-09,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,7
2024-04-09,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-04-10,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2024-04-10,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-04-10,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-04-10,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2024-04-11,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,2
2024-04-11,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-04-11,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-04-11,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-04-11,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,3
2024-04-11,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,1
2024-04-12,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,9
2024-04-12,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,1
2024-04-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,9
2024-04-13,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2024-04-13,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-04-13,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,7
2024-04-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-04-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-04-14,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,9
2024-04-14,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-04-14,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,7
2024-04-14,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-04-14,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2024-04-15,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-04-15,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2024-04-15,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-04-15,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-04-15,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2024-04-16,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,6
2024-04-16,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-04-16,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-04-16,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,1
2024-04-16,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,9
2024-04-17,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,9
2024-04-17,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-04-17,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-04-17,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,1
2024-04-17,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,3
2024-04-18,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-04-18,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-04-19,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,5
2024-04-19,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2024-04-19,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,5
2024-04-19,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-04-19,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2024-04-20,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-04-21,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,4
2024-04-21,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,7
2024-04-21,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,3
2024-04-21,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2024-04-22,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-04-22,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,7
2024-04-22,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2024-04-22,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,7
2024-04-22,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,2
2024-04-22,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-04-23,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,10
2024-04-23,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-04-23,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,9
2024-04-23,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-04-24,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-04-25,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2024-04-25,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,3
2024-04-25,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-04-25,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,9
2024-04-25,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,3
2024-04-26,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-04-27,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2024-04-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2024-04-27,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,8
2024-04-28,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,4
2024-04-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,7
2024-04-28,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-04-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,8
2024-04-29,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-04-29,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2024-04-29,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2024-04-29,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-04-29,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-04-30,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
